,Year,Mode,CLUSTER_APTA4,UPT_ADJ,VRM_ADJ_BUS_log_FAC,VRM_ADJ_RAIL_log_FAC,FARE_per_UPT_cleaned_2018_BUS_log_FAC,FARE_per_UPT_cleaned_2018_RAIL_log_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_HINY_FAC,YEARS_SINCE_TNC_BUS_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL_HINY_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,Unknown_FAC,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,YEARS_SINCE_TNC,POP_EMP_log_FAC_cumsum,TSD_POP_EMP_PCT_FAC_cumsum,GAS_PRICE_2018_log_FAC_cumsum,TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,JTW_HOME_PCT_FAC_cumsum,BIKE_SHARE_FAC_cumsum,scooter_flag_FAC_cumsum,Unknown_FAC_cumsum,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_cleaned_2018_log_FAC_cumsum,YEARS_SINCE_TNC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_TSD_POP_EMP_PCT_FAC_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_JTW_HOME_PCT_FAC_cumsum,UPT_ADJ_BIKE_SHARE_FAC_cumsum,UPT_ADJ_scooter_flag_FAC_cumsum,UPT_ADJ_Unknown_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_cleaned_2018_log_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_cumsum
17,2002,0,2.0,692.8819700000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.8819700000001,692.8819700000001,692.8819700000001,692.8819700000001,692.8819700000001,692.8819700000001,692.8819700000001,692.8819700000001,692.8819700000001,692.8819700000001,692.8819700000001,692.8819700000001
18,2003,0,2.0,770.8835610000001,333222.7080082887,0.0,696187.4890504347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.8835610000001,770.8835610000001,770.8835610000001,770.8835610000001,770.8835610000001,770.8835610000001,770.8835610000001,770.8835610000001,770.8835610000001,770.8835610000001,770.8835610000001,770.8835610000001
19,2004,0,2.0,811.791151,-1024906.4510566076,0.0,4394260.68428617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.791151,811.791151,811.791151,811.791151,811.791151,811.791151,811.791151,811.791151,811.791151,811.791151,811.791151,811.791151
20,2005,0,2.0,855.440924,1130028.573164235,0.0,-1633029.777728147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.440924,855.440924,855.440924,855.440924,855.440924,855.440924,855.440924,855.440924,855.440924,855.440924,855.440924,855.440924
21,2006,0,2.0,913.931565,2564943.6904467964,0.0,-3657593.086960188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.931565,913.931565,913.931565,913.931565,913.931565,913.931565,913.931565,913.931565,913.931565,913.931565,913.931565,913.931565
22,2007,0,2.0,924.926555,3203987.1291996324,0.0,-4766119.072509794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924.926555,924.926555,924.926555,924.926555,924.926555,924.926555,924.926555,924.926555,924.926555,924.926555,924.926555,924.926555
23,2008,0,2.0,988.529403,7121812.485159517,0.0,1576585.7601305763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.529403,988.529403,988.529403,988.529403,988.529403,988.529403,988.529403,988.529403,988.529403,988.529403,988.529403,988.529403
24,2009,0,2.0,908.879793,-6919273.326860623,0.0,-33592774.510672614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.879793,908.879793,908.879793,908.879793,908.879793,908.879793,908.879793,908.879793,908.879793,908.879793,908.879793,908.879793
25,2010,0,2.0,898.7041469999999,-6207014.640914518,0.0,767298.832821434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.7041469999999,898.7041469999999,898.7041469999999,898.7041469999999,898.7041469999999,898.7041469999999,898.7041469999999,898.7041469999999,898.7041469999999,898.7041469999999,898.7041469999999,898.7041469999999
26,2011,0,2.0,936.058351,-5889995.273819754,0.0,4048712.794084053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.058351,936.058351,936.058351,936.058351,936.058351,936.058351,936.058351,936.058351,936.058351,936.058351,936.058351,936.058351
27,2012,0,2.0,961.2165179999997,-3436908.8120193905,0.0,31760.717496052035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.2165179999997,961.2165179999997,961.2165179999997,961.2165179999997,961.2165179999997,961.2165179999997,961.2165179999997,961.2165179999997,961.2165179999997,961.2165179999997,961.2165179999997,961.2165179999997
28,2013,0,2.0,943.429918,2859690.6191149782,0.0,-7798464.848939362,0.0,3569289.242781993,-313652.0809251044,-4364919.760555654,-306374.3822603692,-347710.0282496764,-489061.0474914603,0.0,0.0,0.0,0.0,-648997.0147039909,0.0,-9950465.26820063,2859690.6191149782,-7798464.848939362,0.0,3.569289242781993,-0.3136520809251044,-4.364919760555654,-0.30637438226036917,-0.3477100282496764,-0.4890610474914603,-0.6489970147039908,0.0,-9.950465268200631,2.8596906191149785,-7.798464848939362,0.0,939.860628757218,943.7435700809251,947.7948377605557,943.7362923822604,943.7776280282498,943.9189790474915,944.0789150147041,943.429918,953.3803832682007,940.5702273808851,951.2283828489394,943.429918
29,2014,0,2.0,939.315734,6515568.593977265,0.0,3482394.4997145967,0.0,2703293.2888610195,-563893.1918995819,-6179036.969108013,-234024.08051166148,68314.8285466235,-613685.9461476543,0.0,-4689347.184355836,0.0,0.0,-995508.0754409588,0.0,-3539836.581049836,6515568.593977265,3482394.4997145967,-4689347.184355836,6.272582531643012,-0.8775452728246863,-10.543956729663666,-0.5403984627720306,-0.2793951997030529,-1.1027469936391145,-1.6445050901449498,0.0,-13.490301849250466,9.375259213092244,-4.3160703492247645,-4.689347184355836,933.043151468357,940.1932792728247,949.8596907296637,939.856132462772,939.595129199703,940.4184809936392,940.960239090145,939.315734,952.8060358492505,929.9404747869078,943.6318043492248,944.0050811843558
30,2015,0,2.0,913.6995090000003,12705383.804144291,0.0,-1947175.512582464,0.0,2648913.883983547,335904.15712262713,-31064398.93701168,-2593014.714204376,-392206.67624373554,-1065921.6889583024,0.0,-25361398.03448453,0.0,0.0,-2171107.098520607,0.0,22401629.28613826,12705383.804144291,-1947175.512582464,-25361398.03448453,8.92149641562656,-0.5416411157020591,-41.608355666675344,-3.133413176976407,-0.6716018759467883,-2.168668682597417,-3.8156121886655567,0.0,8.911327436887793,22.080643017236536,-6.263245861807229,-30.05074521884037,904.7780125843738,914.2411501157023,955.3078646666756,916.8329221769767,914.371110875947,915.8681776825977,917.5151211886658,913.6995090000003,904.7881815631125,891.6188659827637,919.9627548618075,943.7502542188406
31,2016,0,2.0,871.357915,12309222.74971254,0.0,-3581815.23172963,0.0,2467364.132856154,-1283070.037873112,-11135438.185518509,-1588145.6810755087,-246506.5950380953,-3538397.0237838537,0.0,-28007602.155899443,0.0,0.0,-1401794.5036302304,0.0,-6480565.343937906,12309222.74971254,-3581815.23172963,-28007602.155899443,11.388860548482713,-1.824711153575171,-52.74379385219385,-4.721558858051916,-0.9181084709848836,-5.707065706381271,-5.217406692295787,0.0,2.430762092949887,34.38986576694907,-9.84506109353686,-58.05834737473981,859.9690544515173,873.1826261535753,924.101708852194,876.079473858052,872.2760234709849,877.0649807063813,876.5753216922958,871.357915,868.9271529070502,836.968049233051,881.2029760935369,929.4162623747399
32,2017,0,2.0,831.5523420000001,3763137.938246477,0.0,2794796.8384182844,0.0,2501719.085274117,-487577.69900485897,7622303.284563005,-312763.91394067404,-508709.5877335703,-1502187.8095598898,0.0,-26869250.09682273,0.0,0.0,-1011666.983109092,0.0,-25445205.632188156,3763137.938246477,2794796.8384182844,-26869250.09682273,13.890579633756829,-2.31228885258003,-45.12149056763085,-5.034322771992589,-1.4268180587184538,-7.20925351594116,-6.229073675404879,0.0,-23.014443539238272,38.153003705195545,-7.050264255118575,-84.92759747156254,817.6617623662432,833.8646308525801,876.6738325676309,836.5866647719927,832.9791600587185,838.7615955159413,837.7814156754049,831.5523420000001,854.5667855392384,793.3993382948045,838.6026062551186,916.4799394715626
33,2018,0,2.0,809.5317830000001,6961380.508127921,0.0,3759697.7564474302,0.0,2172162.3623412293,680041.2111312791,8852873.035411956,-738018.564743988,-412081.23558392125,-1866706.869896579,0.0,-27322000.04059324,0.0,0.0,-967724.6838183128,-12522673.699328035,-421525.7341576989,6961380.508127921,3759697.7564474302,-27322000.04059324,16.062741996098058,-1.6322476414487508,-36.2686175322189,-5.772341336736577,-1.838899294302375,-9.075960385837739,-7.196798359223193,-12.522673699328035,-23.43596927339597,45.11438421332347,-3.290566498671145,-112.24959751215577,793.469041003902,811.1640306414489,845.800400532219,815.3041243367367,811.3706822943025,818.6077433858379,816.7285813592233,822.0544566993282,832.9677522733961,764.4173987866767,812.8223494986713,921.7813805121559
85,2002,1,2.0,47.103514999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.062741996098058,-1.6322476414487508,-36.2686175322189,-5.772341336736577,-1.838899294302375,-9.075960385837739,-7.196798359223193,-12.522673699328035,-23.43596927339597,45.11438421332347,-3.290566498671145,-112.24959751215577,31.040773003901936,48.735762641448744,83.3721325322189,52.875856336736575,48.94241429430237,56.17947538583773,54.30031335922319,59.626188699328026,70.53948427339597,1.989130786676526,50.39408149867114,159.35311251215577
